Country Name,CountryCode,Series Name,Series Code,Y2010,Y2011,Y2012,Y2013,Y2014
Liechtenstein,LIE,Arable land (% of land area),AG.LND.ARBL.ZS,20.625,18.75,18.75,16.25,0
Libya,LBY,Arable land (% of land area),AG.LND.ARBL.ZS,0.975254896,0.975254896,0.977528218,0.977528218,0
Liberia,LBR,Arable land (% of land area),AG.LND.ARBL.ZS,4.983388704,5.1910299,5.1910299,5.1910299,0
Canada,CAN,Arable land (% of land area),AG.LND.ARBL.ZS,4.772304644,4.725128141,5.049205422,5.049205422,0
Ghana,GHA,Arable land (% of land area),AG.LND.ARBL.ZS,20.30412235,20.74360552,20.65570889,20.65570889,0
Gabon,GAB,Arable land (% of land area),AG.LND.ARBL.ZS,1.261303217,1.261303217,1.261303217,1.261303217,0
Hungary,HUN,Arable land (% of land area),AG.LND.ARBL.ZS,48.51430465,48.54744284,48.56953496,48.63581133,0
Northern Mariana Islands,MNP,Arable land (% of land area),AG.LND.ARBL.ZS,2.173913043,2.173913043,2.173913043,2.173913043,0
South Sudan,SSD,Arable land (% of land area),AG.LND.ARBL.ZS,0,0,0,0,0
South Africa,ZAF,Arable land (% of land area),AG.LND.ARBL.ZS,10.33146757,9.919297002,10.30426432,10.30426432,0
Botswana,BWA,Arable land (% of land area),AG.LND.ARBL.ZS,0.457007746,0.57170081,0.502884972,0.479946359,0
Qatar,QAT,Arable land (% of land area),AG.LND.ARBL.ZS,1.182601206,1.060292851,1.161068045,1.215331611,0
Rwanda,RWA,Arable land (% of land area),AG.LND.ARBL.ZS,45.55816782,46.26834212,46.64491285,47.9327118,0
Luxembourg,LUX,Arable land (% of land area),AG.LND.ARBL.ZS,23.91891892,23.98455598,24.15444015,24.11196911,0
India,IND,Arable land (% of land area),AG.LND.ARBL.ZS,52.80826318,52.79817301,52.65253818,52.80523613,0
Indonesia,IDN,Arable land (% of land area),AG.LND.ARBL.ZS,13.02737405,12.97217331,12.97217331,12.97217331,0
Guatemala,GTM,Arable land (% of land area),AG.LND.ARBL.ZS,11.16162747,10.56009705,9.958566629,9.357036208,0
Ecuador,ECU,Arable land (% of land area),AG.LND.ARBL.ZS,4.776936705,4.653325817,4.621919794,4.807537446,0
Eritrea,ERI,Arable land (% of land area),AG.LND.ARBL.ZS,6.831683168,6.831683168,6.831683168,6.831683168,0
Cuba,CUB,Arable land (% of land area),AG.LND.ARBL.ZS,31.7897407,31.20349493,29.44978346,29.65175812,0
Kyrgyz Republic,KGZ,Arable land (% of land area),AG.LND.ARBL.ZS,6.653806048,6.652241919,6.655891554,6.652763295,0
Djibouti,DJI,Arable land (% of land area),AG.LND.ARBL.ZS,0.069025022,0.086281277,0.086281277,0.086281277,0
Kazakhstan,KAZ,Arable land (% of land area),AG.LND.ARBL.ZS,10.62481016,10.80883061,10.86509612,10.88813572,0
Colombia,COL,Arable land (% of land area),AG.LND.ARBL.ZS,1.589004056,1.429472735,1.42226228,1.515998197,0
Costa Rica,CRI,Arable land (% of land area),AG.LND.ARBL.ZS,4.406580494,4.543674109,4.543674109,4.543674109,0
Cameroon,CMR,Arable land (% of land area),AG.LND.ARBL.ZS,13.11586385,13.11586385,13.11586385,13.11586385,0
Tuvalu,TUV,Arable land (% of land area),AG.LND.ARBL.ZS,0,0,0,0,0
Turkmenistan,TKM,Arable land (% of land area),AG.LND.ARBL.ZS,4.128274424,4.128274424,4.128274424,4.128274424,0
Turkey,TUR,Arable land (% of land area),AG.LND.ARBL.ZS,27.7847797,26.68684953,26.7362239,26.73232592,0
St. Lucia,LCA,Arable land (% of land area),AG.LND.ARBL.ZS,4.918032787,4.918032787,4.918032787,4.918032787,0
St. Kitts and Nevis,KNA,Arable land (% of land area),AG.LND.ARBL.ZS,17.30769231,19.23076923,19.23076923,19.23076923,0
Sao Tome and Principe,STP,Arable land (% of land area),AG.LND.ARBL.ZS,8.854166667,9.0625,9.0625,9.0625,0
St. Vincent and the Grenadines,VCT,Arable land (% of land area),AG.LND.ARBL.ZS,12.82051282,12.82051282,12.82051282,12.82051282,0
St. Martin (French part),MAF,Arable land (% of land area),AG.LND.ARBL.ZS,0,0,0,0,0
Sint Maarten (Dutch part),SXM,Arable land (% of land area),AG.LND.ARBL.ZS,0,0,0,0,0
San Marino,SMR,Arable land (% of land area),AG.LND.ARBL.ZS,16.66666667,16.66666667,16.66666667,16.66666667,0
Guyana,GUY,Arable land (% of land area),AG.LND.ARBL.ZS,2.133604267,2.133604267,2.133604267,2.133604267,0
Tanzania,TZA,Arable land (% of land area),AG.LND.ARBL.ZS,13.09550689,13.88575299,15.3533529,15.2404606,0
Ethiopia,ETH,Arable land (% of land area),AG.LND.ARBL.ZS,14.565,15.1932,15.346,15.119,0
Kiribati,KIR,Arable land (% of land area),AG.LND.ARBL.ZS,2.469135802,2.469135802,2.469135802,2.469135802,0
Tajikistan,TJK,Arable land (% of land area),AG.LND.ARBL.ZS,5.994569877,6.073163761,6.144612746,6.144612746,0
Senegal,SEN,Arable land (% of land area),AG.LND.ARBL.ZS,19.9968836,17.39988573,17.39988573,16.88048616,0
Serbia,SRB,Arable land (% of land area),AG.LND.ARBL.ZS,37.65149783,37.66293163,37.52572605,37.72010062,0
Sierra Leone,SLE,Arable land (% of land area),AG.LND.ARBL.ZS,21.89498476,22.89595456,20.3886118,21.94028817,0
Cyprus,CYP,Arable land (% of land area),AG.LND.ARBL.ZS,8.885281385,9.090909091,9.231601732,8.647186147,0
Seychelles,SYC,Arable land (% of land area),AG.LND.ARBL.ZS,1.956521739,0.173913043,0.173913043,0.175824176,0
Mexico,MEX,Arable land (% of land area),AG.LND.ARBL.ZS,12.09238921,11.81974845,11.90874251,11.81871962,0
Togo,TGO,Arable land (% of land area),AG.LND.ARBL.ZS,45.22890237,45.22890237,48.72219158,48.72219158,0
Dominica,DMA,Arable land (% of land area),AG.LND.ARBL.ZS,8,8,8,8,0
Dominican Republic,DOM,Arable land (% of land area),AG.LND.ARBL.ZS,16.55629139,16.55629139,16.55629139,16.55629139,0
Austria,AUT,Arable land (% of land area),AG.LND.ARBL.ZS,16.51869527,16.47043148,16.41749455,16.40595655,0
Bangladesh,BGD,Arable land (% of land area),AG.LND.ARBL.ZS,59.85250058,58.98440501,58.92294692,58.98440501,0
Angola,AGO,Arable land (% of land area),AG.LND.ARBL.ZS,3.288682121,3.769952675,3.769952675,3.930376193,0
Antigua and Barbuda,ATG,Arable land (% of land area),AG.LND.ARBL.ZS,9.090909091,9.090909091,9.090909091,9.090909091,0
Andorra,ADO,Arable land (% of land area),AG.LND.ARBL.ZS,5.319148936,5.531914894,5.106382979,6.170212766,0
Nicaragua,NIC,Arable land (% of land area),AG.LND.ARBL.ZS,12.72228685,12.48961276,12.73059664,12.49792255,0
Nigeria,NGA,Arable land (% of land area),AG.LND.ARBL.ZS,36.23307751,37.33104955,38.4290216,37.33104955,0
Niger,NER,Arable land (% of land area),AG.LND.ARBL.ZS,11.92073893,12.31546538,12.55230126,12.55230126,0
Nepal,NPL,Arable land (% of land area),AG.LND.ARBL.ZS,15.20753401,15.08685037,14.77502616,14.74712243,0
Pakistan,PAK,Arable land (% of land area),AG.LND.ARBL.ZS,38.12525944,39.04628477,39.22789539,39.52625571,0
Barbados,BRB,Arable land (% of land area),AG.LND.ARBL.ZS,27.90697674,25.58139535,25.58139535,25.58139535,0
Papua New Guinea,PNG,Arable land (% of land area),AG.LND.ARBL.ZS,0.662456388,0.662456388,0.662456388,0.662456388,0
Paraguay,PRY,Arable land (% of land area),AG.LND.ARBL.ZS,10.43292223,10.83564057,11.11250944,11.32645356,0
Panama,PAN,Arable land (% of land area),AG.LND.ARBL.ZS,7.652542373,7.600215227,7.573311811,7.573311811,0
Bahrain,BHR,Arable land (% of land area),AG.LND.ARBL.ZS,2.099737533,2.086049544,2.077922078,2.077922078,0
Brazil,BRA,Arable land (% of land area),AG.LND.ARBL.ZS,8.41849981,8.647019552,8.686980596,9.093901275,0
Burkina Faso,BFA,Arable land (% of land area),AG.LND.ARBL.ZS,21.92982456,20.83333333,21.92982456,22.66081871,0
Burundi,BDI,Arable land (% of land area),AG.LND.ARBL.ZS,36.99376947,38.94080997,42.83489097,46.72897196,0
Greece,GRC,Arable land (% of land area),AG.LND.ARBL.ZS,19.91466253,19.79829325,19.70519783,19.75950349,0
Palau,PLW,Arable land (% of land area),AG.LND.ARBL.ZS,2.173913043,2.173913043,2.173913043,2.173913043,0
Curacao,CUW,Arable land (% of land area),AG.LND.ARBL.ZS,0,0,0,0,0
Cayman Islands,CYM,Arable land (% of land area),AG.LND.ARBL.ZS,0.833333333,0.833333333,0.833333333,0.833333333,0
Germany,DEU,Arable land (% of land area),AG.LND.ARBL.ZS,33.98456551,34.06873996,33.95306134,34.07356401,0
Italy,ITA,Arable land (% of land area),AG.LND.ARBL.ZS,23.94098049,22.84626368,24.19936085,23.21003604,0
Solomon Islands,SLB,Arable land (% of land area),AG.LND.ARBL.ZS,0.678813862,0.678813862,0.714540907,0.714540907,0
Latvia,LVA,Arable land (% of land area),AG.LND.ARBL.ZS,18.84640103,18.61736334,18.94499839,19.42434475,0
Norway,NOR,Arable land (% of land area),AG.LND.ARBL.ZS,2.260674342,2.239592602,2.222891484,2.207504552,0
Czech Republic,CZE,Arable land (% of land area),AG.LND.ARBL.ZS,41.0538581,40.96323149,40.87789719,40.7743105,0
Moldova,MDA,Arable land (% of land area),AG.LND.ARBL.ZS,55.19025875,55.12937595,55.20389531,55.23114355,0
Morocco,MAR,Arable land (% of land area),AG.LND.ARBL.ZS,17.31861976,17.48554784,18.03047278,18.02599149,0
Monaco,MCO,Arable land (% of land area),AG.LND.ARBL.ZS,0,0,0,0,0
Brunei Darussalam,BRN,Arable land (% of land area),AG.LND.ARBL.ZS,0.759013283,0.759013283,0.759013283,0.948766603,0
Fiji,FJI,Arable land (% of land area),AG.LND.ARBL.ZS,9.031198686,9.031198686,9.031198686,9.031198686,0
Swaziland,SWZ,Arable land (% of land area),AG.LND.ARBL.ZS,10.1744186,10.1744186,10.1744186,10.1744186,0
Slovak Republic,SVK,Arable land (% of land area),AG.LND.ARBL.ZS,28.94512487,28.93029446,28.95316919,28.98852104,0
Slovenia,SVN,Arable land (% of land area),AG.LND.ARBL.ZS,8.455809335,8.366434955,8.525322741,8.64448858,0
Sri Lanka,LKA,Arable land (% of land area),AG.LND.ARBL.ZS,19.13570403,20.73034604,19.93302504,20.73034604,0
Singapore,SGP,Arable land (% of land area),AG.LND.ARBL.ZS,0.911680912,0.894886364,0.892351275,0.806223479,0
New Caledonia,NCL,Arable land (% of land area),AG.LND.ARBL.ZS,0.371991247,0.355579869,0.328227571,0.33916849,0
New Zealand,NZL,Arable land (% of land area),AG.LND.ARBL.ZS,1.89510463,1.788766093,1.933082678,2.077399263,0
Japan,JPN,Arable land (% of land area),AG.LND.ARBL.ZS,11.7459882,11.66902114,11.64691683,11.62222954,0
Chile,CHL,Arable land (% of land area),AG.LND.ARBL.ZS,1.709408606,1.731465492,1.798147222,1.760516024,0
Cambodia,KHM,Arable land (% of land area),AG.LND.ARBL.ZS,22.66032178,22.66032178,23.22682982,23.48175844,0
Grenada,GRD,Arable land (% of land area),AG.LND.ARBL.ZS,8.823529412,8.823529412,8.823529412,8.823529412,0
Greenland,GRL,Arable land (% of land area),AG.LND.ARBL.ZS,0.002192715,0.002192715,0.002192715,0.002192715,0
Georgia,GEO,Arable land (% of land area),AG.LND.ARBL.ZS,5.972082314,5.790761261,5.756223917,6.490142467,0
Belgium,BEL,Arable land (% of land area),AG.LND.ARBL.ZS,27.54293263,27.21268164,26.48612946,26.94848085,0
Mauritania,MRT,Arable land (% of land area),AG.LND.ARBL.ZS,0.436596488,0.388085767,0.388085767,0.436596488,0
Mauritius,MUS,Arable land (% of land area),AG.LND.ARBL.ZS,39.408867,38.42364532,37.43842365,36.94581281,0
Tonga,TON,Arable land (% of land area),AG.LND.ARBL.ZS,22.22222222,22.22222222,22.22222222,22.22222222,0
Saudi Arabia,SAU,Arable land (% of land area),AG.LND.ARBL.ZS,1.479283059,1.469514209,1.449976508,1.427182524,0
France,FRA,Arable land (% of land area),AG.LND.ARBL.ZS,33.42793536,33.37440668,33.39078203,33.43158794,0
French Polynesia,PYF,Arable land (% of land area),AG.LND.ARBL.ZS,0.683060109,0.683060109,0.683060109,0.683060109,0
Faeroe Islands,FRO,Arable land (% of land area),AG.LND.ARBL.ZS,2.148997135,2.148997135,2.148997135,2.148997135,0
Poland,POL,Arable land (% of land area),AG.LND.ARBL.ZS,35.3565365,36.24073409,35.67696427,35.24378694,0
Puerto Rico,PRI,Arable land (% of land area),AG.LND.ARBL.ZS,6.403607666,6.595264938,6.775648253,6.877113867,0
Bosnia and Herzegovina,BIH,Arable land (% of land area),AG.LND.ARBL.ZS,19.609375,19.62890625,19.58984375,19.7265625,0
Thailand,THA,Arable land (% of land area),AG.LND.ARBL.ZS,30.84812778,30.84812778,32.41402259,32.90336472,0
Zimbabwe,ZWE,Arable land (% of land area),AG.LND.ARBL.ZS,10.33992504,10.85692129,10.33992504,10.33992504,0
Honduras,HND,Arable land (% of land area),AG.LND.ARBL.ZS,9.116096166,9.116096166,9.116096166,9.116096166,0
Haiti,HTI,Arable land (% of land area),AG.LND.ARBL.ZS,39.91291727,38.46153846,36.28447025,38.82438316,0
Channel Islands,CHI,Arable land (% of land area),AG.LND.ARBL.ZS,22.63157895,23.15789474,22.63157895,21.94736842,0
Australia,AUS,Arable land (% of land area),AG.LND.ARBL.ZS,5.541048905,6.206214285,6.132668602,6.016297203,0
Ireland,IRL,Arable land (% of land area),AG.LND.ARBL.ZS,14.67556975,15.41588039,16.98359704,16.15619103,0
Estonia,EST,Arable land (% of land area),AG.LND.ARBL.ZS,15.2158528,14.90917669,14.64968153,14.90917669,0
Jamaica,JAM,Arable land (% of land area),AG.LND.ARBL.ZS,11.08033241,11.08033241,11.08033241,11.08033241,0
Turks and Caicos Islands,TCA,Arable land (% of land area),AG.LND.ARBL.ZS,1.052631579,1.052631579,1.052631579,1.052631579,0
Trinidad and Tobago,TTO,Arable land (% of land area),AG.LND.ARBL.ZS,4.873294347,4.873294347,4.873294347,4.873294347,0
Bolivia,BOL,Arable land (% of land area),AG.LND.ARBL.ZS,3.66380504,3.699806148,4.018277485,4.096741438,0
Sweden,SWE,Arable land (% of land area),AG.LND.ARBL.ZS,6.397134084,6.360579032,6.380419306,6.373054451,0
Switzerland,CHE,Arable land (% of land area),AG.LND.ARBL.ZS,10.23635996,10.22117623,10.21864561,10.21611499,0
Vanuatu,VUT,Arable land (% of land area),AG.LND.ARBL.ZS,1.640689089,1.640689089,1.640689089,1.640689089,0
Belarus,BLR,Arable land (% of land area),AG.LND.ARBL.ZS,27.279448,27.24853383,27.21403578,27.46735006,0
Bermuda,BMU,Arable land (% of land area),AG.LND.ARBL.ZS,6,6,6,6,0
Kuwait,KWT,Arable land (% of land area),AG.LND.ARBL.ZS,0.561167228,0.589225589,0.561167228,0.594837262,0
Comoros,COM,Arable land (% of land area),AG.LND.ARBL.ZS,34.92745836,34.92745836,34.92745836,34.92745836,0
Cote d'Ivoire,CIV,Arable land (% of land area),AG.LND.ARBL.ZS,9.119496855,9.119496855,9.119496855,9.119496855,0
Kosovo,KSV,Arable land (% of land area),AG.LND.ARBL.ZS,0,0,0,0,0
Peru,PER,Arable land (% of land area),AG.LND.ARBL.ZS,3.19140625,3.1484375,3.2421875,3.24609375,0
Tunisia,TUN,Arable land (% of land area),AG.LND.ARBL.ZS,18.17070031,18.27368692,18.33161689,18.36380021,0
Lithuania,LTU,Arable land (% of land area),AG.LND.ARBL.ZS,33.9433586,34.87411048,36.06758784,36.54567212,0
Somalia,SOM,Arable land (% of land area),AG.LND.ARBL.ZS,1.753435139,1.594031944,1.594031944,1.753435139,0
Jordan,JOR,Arable land (% of land area),AG.LND.ARBL.ZS,2.000450552,1.977922956,2.444244199,2.601937373,0
West Bank and Gaza,WBG,Arable land (% of land area),AG.LND.ARBL.ZS,7.259136213,7.392026578,7.475083056,7.641196013,0
Namibia,NAM,Arable land (% of land area),AG.LND.ARBL.ZS,0.971711062,0.971711062,0.971711062,0.971711062,0
Myanmar,MMR,Arable land (% of land area),AG.LND.ARBL.ZS,16.54930655,16.51027874,16.46023119,16.49415079,0
Romania,ROM,Arable land (% of land area),AG.LND.ARBL.ZS,39.75657466,39.07981057,38.24884793,38.02112768,0
United States,USA,Arable land (% of land area),AG.LND.ARBL.ZS,17.04592114,16.58055495,16.9564205,16.59888799,0
Virgin Islands (U.S.),VIR,Arable land (% of land area),AG.LND.ARBL.ZS,2.857142857,2.857142857,2.857142857,2.857142857,0
American Samoa,ASM,Arable land (% of land area),AG.LND.ARBL.ZS,15,15,15,15,0
Lao PDR,LAO,Arable land (% of land area),AG.LND.ARBL.ZS,6.065857886,6.187175043,6.282495667,6.451473137,0
Kenya,KEN,Arable land (% of land area),AG.LND.ARBL.ZS,9.663703131,10.19081421,10.3665179,10.19081421,0
Finland,FIN,Arable land (% of land area),AG.LND.ARBL.ZS,7.419545903,7.405640199,7.401033269,7.318766659,0
Sudan,SDN,Arable land (% of land area),AG.LND.ARBL.ZS,7.936868687,7.178451178,8.857323232,7.247474747,0
Suriname,SUR,Arable land (% of land area),AG.LND.ARBL.ZS,0.352564103,0.371794872,0.333333333,0.384615385,0
United Kingdom,GBR,Arable land (% of land area),AG.LND.ARBL.ZS,24.67655934,25.05683462,25.67684868,25.89757368,0
Netherlands,NLD,Arable land (% of land area),AG.LND.ARBL.ZS,30.31722502,29.83392645,29.98220641,30.84051084,0
Mozambique,MOZ,Arable land (% of land area),AG.LND.ARBL.ZS,7.184821588,7.184821588,7.184821588,7.184821588,0
Lesotho,LSO,Arable land (% of land area),AG.LND.ARBL.ZS,10.60606061,10.14492754,9.265480896,8.171936759,0
Philippines,PHL,Arable land (% of land area),AG.LND.ARBL.ZS,17.77509474,18.27816346,18.71415635,18.74769427,0
El Salvador,SLV,Arable land (% of land area),AG.LND.ARBL.ZS,32.48069498,33.34942085,34.74903475,35.23166023,0
Samoa,WSM,Arable land (% of land area),AG.LND.ARBL.ZS,2.826855124,2.826855124,2.826855124,2.826855124,0
Portugal,PRT,Arable land (% of land area),AG.LND.ARBL.ZS,12.43585544,12.33759144,12.25024566,12.18340611,0
Mongolia,MNG,Arable land (% of land area),AG.LND.ARBL.ZS,0.395221298,0.393290249,0.416462834,0.364581992,0
Spain,ESP,Arable land (% of land area),AG.LND.ARBL.ZS,25.05549889,24.86396735,25.12944563,25.12944563,0
Benin,BEN,Arable land (% of land area),AG.LND.ARBL.ZS,22.52571834,22.88045406,23.94466123,23.94466123,0
Zambia,ZMB,Arable land (% of land area),AG.LND.ARBL.ZS,4.573642368,4.842680154,5.111717941,4.977199048,0
Equatorial Guinea,GNQ,Arable land (% of land area),AG.LND.ARBL.ZS,4.278074866,4.278074866,4.278074866,4.278074866,0
Vietnam,VNM,Arable land (% of land area),AG.LND.ARBL.ZS,20.76176347,20.64469313,20.71403232,20.67113878,0
Azerbaijan,AZE,Arable land (% of land area),AG.LND.ARBL.ZS,22.79447348,22.81327881,22.94756708,23.29207951,0
Afghanistan,AFG,Arable land (% of land area),AG.LND.ARBL.ZS,11.93670925,11.9336458,11.93211408,11.92445547,0
Algeria,DZA,Arable land (% of land area),AG.LND.ARBL.ZS,3.149798047,3.149798047,3.151897352,3.147362852,0
Albania,ALB,Arable land (% of land area),AG.LND.ARBL.ZS,22.84671533,22.70072993,22.59489051,22.52189781,0
Syrian Arab Republic,SYR,Arable land (% of land area),AG.LND.ARBL.ZS,25.52415183,25.3880085,25.4043457,25.3880085,0
United Arab Emirates,ARE,Arable land (% of land area),AG.LND.ARBL.ZS,0.605263158,0.539473684,0.443779904,0.448564593,0
Oman,OMN,Arable land (% of land area),AG.LND.ARBL.ZS,0.11082391,0.119224556,0.108885299,0.12180937,0
Argentina,ARG,Arable land (% of land area),AG.LND.ARBL.ZS,13.8784444,14.17076834,14.52630733,14.50621006,0
Aruba,ABW,Arable land (% of land area),AG.LND.ARBL.ZS,11.11111111,11.11111111,11.11111111,11.11111111,0
Maldives,MDV,Arable land (% of land area),AG.LND.ARBL.ZS,13,13,13,13,0
Isle of Man,IMY,Arable land (% of land area),AG.LND.ARBL.ZS,44.52631579,43.80701754,37.71929825,38.42105263,0
Malawi,MWI,Arable land (% of land area),AG.LND.ARBL.ZS,39.24480272,38.18413237,39.77513789,40.30547306,0
Malaysia,MYS,Arable land (% of land area),AG.LND.ARBL.ZS,2.833663065,2.90366763,2.891492923,2.90366763,0
Marshall Islands,MHL,Arable land (% of land area),AG.LND.ARBL.ZS,11.11111111,11.11111111,11.11111111,11.11111111,0
Malta,MLT,Arable land (% of land area),AG.LND.ARBL.ZS,28.375,28.375,28.125,28.03125,0
Madagascar,MDG,Arable land (% of land area),AG.LND.ARBL.ZS,6.018502597,6.015864695,6.015864695,6.015812994,0
Mali,MLI,Arable land (% of land area),AG.LND.ARBL.ZS,5.131168097,5.622894795,5.622894795,5.254099771,0
Lebanon,LBN,Arable land (% of land area),AG.LND.ARBL.ZS,11.14369501,12.21896383,12.90322581,12.90322581,0
Montenegro,MNE,Arable land (% of land area),AG.LND.ARBL.ZS,12.78810409,12.86245353,12.78810409,0.579925651,0
China,CHN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.377054286,0.372698463,0.376069655,0.373289489,0
Bhutan,BTN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0,0,0,0,0
Timor-Leste,TMP,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.550886713,0.526315789,0.518573105,0.51190467,0
Central African Republic,CAF,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.151404529,0.14785109,0.373484866,0.364540864,0
Denmark,DNK,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.635558813,0.561514704,0.589689148,0.592760261,0
Ukraine,UKR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.928069064,0.929316253,0.929934409,0.525189084,0
Uzbekistan,UZB,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.706193594,0.533271892,0.521719529,0.511150216,0
Uganda,UGA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.355587866,0.343718403,0.332125499,0.320797794,0
Uruguay,URY,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.487459011,1.476494726,1.465114164,1.45396418,0
Chad,TCD,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.796863217,0.76948078,0.742075443,0.715034896,0
Armenia,ARM,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,3.826851641,3.704805495,3.248149349,3.195861392,0
Israel,ISR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,5.806247214,5.701129228,5.052217198,4.991834495,0
Iraq,IRQ,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,10.64489434,10.28462284,9.924971471,2.118946135,0
Belize,BLZ,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.776259759,0.749026266,0.724018094,0.701641842,0
Cabo Verde,CPV,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.541045028,0.529170525,0.515878304,0.503433838,0
Russian Federation,RUS,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.866983607,1.77221334,1.773843048,1.638779879,0
Bulgaria,BGR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.916218014,1.417698269,1.414185688,1.418136497,0
Croatia,HRV,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.110356594,1.157465707,1.055316962,1.055474213,0
Guam,GUM,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0,0,0,0,0
Iceland,ISL,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.069380327,0.096589842,0.095649032,0.105212213,0
Guinea,GIN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.4306416,0.266552475,0.258424969,0.250480852,0
Guinea-Bissau,GNB,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.924139826,0.898462584,0.875085304,0.850758494,0
Liechtenstein,LIE,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0,0,0,0,0
Libya,LBY,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0,0,0.296874337,0.299011255,0
Liberia,LBR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.148657383,0.144438722,0.140022636,0.135912623,0
Canada,CAN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.347307647,0.344596607,0.342090913,0.336611737,0
Ghana,GHA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.151887015,0.147729746,0.143664831,0.140032677,0
